qtr;time_remaining;result;shot_type;distance_ft;lead
4th Qtr;3:51;True;3;27;True
4th Qtr;3:24;True;2;18;True
4th Qtr;2:41;False;3;27;True
1st Qtr;5:11;False;3;27;False
1st Qtr;1:43;True;3;30;False
1st Qtr;0:38;True;3;28;False
1st Qtr;0:17;False;2;2;False
2nd Qtr;4:58;True;2;13;False
2nd Qtr;4:37;False;3;26;False
2nd Qtr;4:02;False;3;27;False
2nd Qtr;2:57;False;2;15;False
2nd Qtr;0:38;False;2;3;False
2nd Qtr;0:01;False;3;26;False
3rd Qtr;9:56;False;3;27;False
3rd Qtr;9:35;False;2;8;False
3rd Qtr;8:56;True;2;2;False
3rd Qtr;5:51;True;3;27;False
3rd Qtr;4:51;False;3;27;False
3rd Qtr;4:07;True;2;15;False
3rd Qtr;3:13;False;3;25;False
1st Qtr;11:44;True;2;14;True
1st Qtr;7:53;True;3;25;True
1st Qtr;6:59;True;2;4;True
1st Qtr;5:02;True;3;23;True
1st Qtr;4:37;False;3;28;True
1st Qtr;3:15;True;2;3;True
1st Qtr;0:48;False;3;25;True
2nd Qtr;4:35;True;2;2;False
2nd Qtr;2:40;False;2;2;False
2nd Qtr;1:51;False;3;30;False
2nd Qtr;1:11;True;2;0;False
2nd Qtr;0:49;True;3;30;False
2nd Qtr;0:01;True;3;25;False
3rd Qtr;6:56;True;3;30;False
3rd Qtr;6:06;False;2;3;False
3rd Qtr;4:16;True;2;3;False
3rd Qtr;3:43;False;3;30;False
3rd Qtr;3:13;False;2;2;False
3rd Qtr;2:20;False;3;27;False
1st Qtr;10:07;False;3;29;False
1st Qtr;9:23;False;3;23;False
1st Qtr;8:57;True;3;26;False
1st Qtr;7:02;False;2;6;True
1st Qtr;6:38;True;2;8;True
2nd Qtr;9:42;False;3;26;False
2nd Qtr;8:39;False;2;3;False
2nd Qtr;7:16;False;2;11;False
2nd Qtr;7:11;False;3;22;False
3rd Qtr;6:32;True;3;26;False
4th Qtr;10:32;False;3;26;False
4th Qtr;10:20;False;3;26;False
4th Qtr;8:20;False;3;32;False
4th Qtr;7:45;True;2;5;False
4th Qtr;6:35;False;2;13;False
4th Qtr;5:43;True;3;29;False
4th Qtr;4:22;True;3;31;False
4th Qtr;3:45;True;3;25;False
4th Qtr;3:05;True;2;6;False
4th Qtr;2:12;False;3;27;False
4th Qtr;0:40;False;3;33;False
4th Qtr;0:36;False;3;28;False
1st Qtr;9:08;True;2;1;True
1st Qtr;8:32;True;3;27;True
1st Qtr;7:42;True;2;1;True
1st Qtr;6:39;False;3;23;True
1st Qtr;4:21;False;3;27;True
2nd Qtr;5:49;False;3;26;True
2nd Qtr;3:51;True;2;3;True
3rd Qtr;9:55;False;3;26;True
3rd Qtr;7:01;True;3;27;True
3rd Qtr;6:43;False;3;27;True
3rd Qtr;5:20;True;2;2;True
3rd Qtr;4:56;False;2;3;True
1st Qtr;5:34;True;3;27;False
1st Qtr;5:04;False;3;28;False
1st Qtr;2:59;True;2;9;False
2nd Qtr;7:20;False;3;26;False
2nd Qtr;4:31;True;3;25;False
2nd Qtr;1:48;False;3;31;False
2nd Qtr;1:30;False;3;26;False
2nd Qtr;0:29;True;3;24;True
3rd Qtr;10:01;True;2;13;True
4th Qtr;9:30;False;3;25;False
4th Qtr;8:55;True;2;1;False
4th Qtr;8:31;True;2;18;False
4th Qtr;8:06;True;2;1;False
4th Qtr;6:56;False;3;27;False
4th Qtr;6:16;False;3;23;False
1st Qtr;11:12;False;3;25;False
1st Qtr;9:10;True;3;27;False
1st Qtr;8:28;False;2;12;False
1st Qtr;5:53;True;2;11;True
1st Qtr;5:00;False;3;27;False
1st Qtr;1:56;True;3;28;True
1st Qtr;0:59;True;2;2;True
1st Qtr;0:34;False;3;31;True
1st Qtr;0:06;False;2;17;True
2nd Qtr;4:20;False;2;5;False
2nd Qtr;3:33;False;3;30;False
2nd Qtr;1:52;False;2;15;False
2nd Qtr;0:35;True;2;7;True
3rd Qtr;10:38;True;2;17;True
3rd Qtr;10:13;False;3;26;True
3rd Qtr;7:08;False;3;25;False
3rd Qtr;5:12;False;3;27;False
3rd Qtr;4:43;False;2;15;False
3rd Qtr;3:47;True;3;28;False
3rd Qtr;3:12;False;2;4;False
3rd Qtr;2:28;True;3;25;False
3rd Qtr;1:11;False;2;9;False
3rd Qtr;1:06;False;3;30;False
4th Qtr;5:54;True;3;28;True
4th Qtr;5:07;True;2;8;True
4th Qtr;3:58;True;3;28;True
4th Qtr;2:01;True;2;22;True
4th Qtr;1:31;False;3;28;True
1st Qtr;8:39;False;2;14;False
1st Qtr;7:22;False;3;23;True
1st Qtr;6:55;False;3;27;False
1st Qtr;2:56;True;3;26;False
1st Qtr;2:25;False;2;16;False
1st Qtr;1:37;False;3;29;False
1st Qtr;0:42;True;3;26;True
2nd Qtr;4:53;False;3;28;False
2nd Qtr;3:04;True;3;26;True
2nd Qtr;1:35;True;2;21;False
3rd Qtr;10:48;True;2;20;True
3rd Qtr;9:57;False;3;28;True
3rd Qtr;4:35;True;3;24;True
3rd Qtr;3:49;False;3;26;True
3rd Qtr;3:09;False;2;18;True
4th Qtr;6:58;False;3;26;True
4th Qtr;6:23;False;2;4;True
4th Qtr;5:32;False;3;26;True
4th Qtr;2:33;False;3;23;True
4th Qtr;2:04;False;3;25;True
4th Qtr;0:28;True;2;4;True
4th Qtr;0:01;False;3;25;False
1st OT;2:42;True;3;26;True
1st OT;0:55;False;3;26;False
1st Qtr;10:38;True;2;6;False
1st Qtr;5:51;True;2;3;False
1st Qtr;3:34;True;3;27;False
1st Qtr;1:56;False;3;28;False
2nd Qtr;5:09;True;3;29;True
2nd Qtr;2:18;True;2;4;True
3rd Qtr;10:41;True;3;24;True
3rd Qtr;9:34;False;2;5;True
3rd Qtr;7:33;False;2;19;True
3rd Qtr;6:27;True;3;27;True
3rd Qtr;3:35;False;3;27;False
3rd Qtr;0:02;False;3;28;True
4th Qtr;4:03;False;2;22;True
4th Qtr;2:12;False;2;20;True
4th Qtr;0:41;False;2;12;True
4th Qtr;0:07;False;3;31;False
1st Qtr;11:15;False;3;26;False
1st Qtr;9:01;True;2;4;False
2nd Qtr;10:27;False;2;19;False
2nd Qtr;7:22;True;3;25;True
2nd Qtr;5:26;False;2;20;True
2nd Qtr;4:29;True;2;12;True
2nd Qtr;1:58;False;3;26;True
2nd Qtr;0:19;True;2;18;True
3rd Qtr;6:47;False;3;31;False
3rd Qtr;6:14;False;2;6;False
3rd Qtr;4:51;True;3;28;False
3rd Qtr;2:59;False;2;9;False
3rd Qtr;2:27;True;3;26;False
3rd Qtr;1:56;False;2;20;False
3rd Qtr;0:58;True;2;6;False
4th Qtr;4:25;True;3;26;False
4th Qtr;3:53;True;2;5;False
4th Qtr;2:18;True;2;22;False
1st Qtr;9:58;True;2;5;False
1st Qtr;8:53;True;2;5;False
1st Qtr;8:09;False;3;27;False
1st Qtr;7:25;True;2;5;False
1st Qtr;6:29;True;3;29;False
1st Qtr;2:25;True;2;5;False
1st Qtr;1:18;True;2;5;False
1st Qtr;0:03;False;2;4;False
2nd Qtr;5:26;False;2;5;False
2nd Qtr;1:39;True;2;5;True
3rd Qtr;10:53;False;2;4;True
3rd Qtr;8:17;True;2;5;False
3rd Qtr;6:55;False;3;28;False
3rd Qtr;6:27;True;3;24;True
3rd Qtr;4:44;False;2;5;False
3rd Qtr;4:23;False;3;27;False
3rd Qtr;0:38;True;3;26;True
4th Qtr;6:47;True;2;10;True
4th Qtr;3:33;True;3;28;True
4th Qtr;1:17;True;2;3;True
4th Qtr;0:51;False;3;28;True
1st Qtr;11:10;False;3;26;True
1st Qtr;10:45;True;2;3;True
1st Qtr;7:31;True;3;27;True
1st Qtr;6:02;True;2;3;True
1st Qtr;3:16;False;2;7;True
1st Qtr;1:16;True;3;23;True
1st Qtr;0:07;True;3;26;True
2nd Qtr;1:47;True;3;27;True
3rd Qtr;8:54;True;2;3;True
3rd Qtr;7:30;True;2;3;True
3rd Qtr;6:04;False;3;26;True
3rd Qtr;5:12;False;3;25;True
3rd Qtr;3:20;True;3;26;True
3rd Qtr;1:51;False;3;28;True
3rd Qtr;0:40;False;2;14;True
3rd Qtr;0:31;True;3;24;True
3rd Qtr;0:05;True;3;28;True
4th Qtr;6:23;False;3;28;True
4th Qtr;3:54;False;3;26;True
4th Qtr;2:35;True;3;26;True
1st Qtr;9:43;False;3;27;False
1st Qtr;3:30;True;3;25;True
1st Qtr;3:02;False;2;8;False
1st Qtr;1:14;True;3;23;True
1st Qtr;0:39;True;3;25;True
2nd Qtr;2:34;True;3;26;True
2nd Qtr;1:05;False;3;23;True
2nd Qtr;0:14;True;3;26;True
3rd Qtr;8:02;False;2;15;True
3rd Qtr;7:32;False;2;18;True
4th Qtr;10:46;True;2;19;True
4th Qtr;8:23;False;2;2;True
4th Qtr;6:07;False;3;25;True
4th Qtr;5:40;False;2;17;True
4th Qtr;5:22;True;2;3;True
4th Qtr;3:03;False;3;28;True
4th Qtr;1:39;True;2;2;False
4th Qtr;0:06;False;2;21;False
1st OT;3:50;False;3;27;True
1st OT;0:32;False;3;25;False
1st OT;0:03;False;3;31;False
1st Qtr;10:35;True;3;33;True
1st Qtr;9:19;True;2;4;True
1st Qtr;6:19;False;3;25;True
1st Qtr;4:53;True;3;27;True
2nd Qtr;3:43;True;2;19;True
2nd Qtr;2:07;True;2;3;True
2nd Qtr;1:38;False;3;30;True
2nd Qtr;0:20;False;3;30;False
3rd Qtr;9:57;False;3;26;False
3rd Qtr;8:46;True;3;26;True
3rd Qtr;4:21;False;2;22;False
3rd Qtr;3:25;False;2;7;False
4th Qtr;11:07;True;2;14;False
4th Qtr;9:50;True;2;3;False
4th Qtr;9:25;False;3;27;False
4th Qtr;6:53;True;3;26;False
4th Qtr;4:51;True;3;23;False
1st Qtr;10:58;True;2;19;True
1st Qtr;5:57;True;3;24;True
1st Qtr;4:09;True;2;8;True
1st Qtr;3:18;False;3;27;True
2nd Qtr;3:11;True;2;5;True
2nd Qtr;2:57;False;3;26;True
2nd Qtr;2:01;False;3;25;True
3rd Qtr;10:31;True;2;3;True
3rd Qtr;7:31;True;3;26;True
3rd Qtr;4:06;True;2;9;True
3rd Qtr;3:37;False;3;31;True
1st Qtr;10:00;False;3;26;True
1st Qtr;9:18;False;3;25;False
1st Qtr;6:03;False;2;15;False
2nd Qtr;7:26;True;3;26;False
2nd Qtr;6:57;True;2;1;False
2nd Qtr;5:35;True;3;23;False
2nd Qtr;3:31;False;2;13;False
3rd Qtr;11:24;False;3;25;False
3rd Qtr;8:20;False;2;8;False
3rd Qtr;7:49;False;3;25;False
3rd Qtr;6:10;False;3;26;False
4th Qtr;11:50;False;2;3;False
4th Qtr;11:39;True;3;25;False
4th Qtr;10:07;True;2;18;False
4th Qtr;8:16;True;2;2;False
4th Qtr;7:54;True;3;29;False
4th Qtr;2:23;True;3;25;False
4th Qtr;1:14;False;3;25;False
4th Qtr;0:26;False;3;25;False
4th Qtr;0:06;False;3;26;False
1st Qtr;5:15;True;3;25;False
2nd Qtr;11:19;True;3;25;False
2nd Qtr;10:33;True;3;27;False
2nd Qtr;9:58;False;3;27;False
2nd Qtr;2:14;True;3;27;True
2nd Qtr;1:19;True;2;3;True
3rd Qtr;10:22;False;2;19;False
3rd Qtr;8:56;True;3;23;True
3rd Qtr;8:29;True;2;2;True
3rd Qtr;6:52;True;2;3;True
3rd Qtr;6:26;False;2;7;True
3rd Qtr;4:41;True;3;26;False
3rd Qtr;3:34;False;2;18;False
3rd Qtr;0:20;True;3;27;False
4th Qtr;11:35;True;2;7;False
4th Qtr;11:15;True;3;28;False
4th Qtr;9:17;False;3;28;False
4th Qtr;8:13;False;3;26;False
4th Qtr;3:14;True;3;27;False
4th Qtr;2:29;False;3;27;False
4th Qtr;2:24;True;3;26;False
4th Qtr;2:03;False;3;26;False
4th Qtr;0:47;False;3;26;False
1st Qtr;8:51;False;2;2;False
1st Qtr;8:48;False;2;0;False
1st Qtr;5:12;True;3;24;False
1st Qtr;4:09;False;3;28;False
2nd Qtr;11:10;False;3;24;False
2nd Qtr;10:33;True;2;18;False
2nd Qtr;9:52;True;3;26;False
2nd Qtr;8:34;False;2;4;False
2nd Qtr;8:05;True;2;2;False
2nd Qtr;7:02;True;3;31;False
2nd Qtr;6:22;False;2;16;False
2nd Qtr;4:48;True;2;2;False
2nd Qtr;1:23;False;3;27;False
3rd Qtr;10:58;True;2;2;False
3rd Qtr;8:55;True;3;26;False
3rd Qtr;6:56;True;2;10;False
4th Qtr;7:58;True;2;2;False
4th Qtr;7:09;False;2;4;False
4th Qtr;4:15;False;3;26;False
1st Qtr;8:37;False;2;3;False
1st Qtr;7:54;False;3;31;False
1st Qtr;4:25;False;3;27;False
1st Qtr;4:05;True;2;6;False
2nd Qtr;6:45;False;3;26;True
2nd Qtr;4:51;True;2;15;True
2nd Qtr;4:31;True;3;26;True
2nd Qtr;3:57;False;3;26;True
2nd Qtr;2:23;False;2;5;True
2nd Qtr;1:54;False;2;8;True
3rd Qtr;10:38;False;3;29;True
3rd Qtr;8:54;True;3;26;True
3rd Qtr;7:28;False;3;26;True
3rd Qtr;5:55;False;2;6;True
3rd Qtr;5:13;True;2;5;True
3rd Qtr;3:27;False;2;9;True
4th Qtr;8:43;False;3;27;False
4th Qtr;6:03;True;2;12;False
4th Qtr;2:55;False;3;28;False
4th Qtr;1:51;True;3;24;False
4th Qtr;1:08;True;3;26;False
4th Qtr;0:45;True;2;5;False
4th Qtr;0:19;True;3;26;False
1st OT;3:55;True;2;15;False
1st OT;2:04;True;3;29;True
1st OT;1:10;False;3;32;True
1st OT;1:00;True;2;4;True
1st Qtr;10:13;True;3;26;True
1st Qtr;9:20;False;2;21;True
1st Qtr;7:46;True;2;2;True
1st Qtr;2:54;True;3;30;True
1st Qtr;2:25;True;3;27;True
2nd Qtr;5:42;True;2;4;True
2nd Qtr;5:23;False;2;21;True
3rd Qtr;11:23;False;3;28;True
3rd Qtr;5:42;True;2;20;True
3rd Qtr;2:51;False;3;28;True
3rd Qtr;0:45;False;2;9;True
4th Qtr;3:48;False;2;4;True
4th Qtr;2:53;True;3;23;True
1st Qtr;11:13;True;2;4;True
1st Qtr;10:53;False;3;26;True
1st Qtr;10:27;True;2;2;True
1st Qtr;7:37;False;2;13;True
1st Qtr;6:43;False;3;25;False
1st Qtr;4:45;True;2;14;True
1st Qtr;1:39;True;3;26;False
1st Qtr;0:27;True;3;34;False
2nd Qtr;5:34;False;3;27;False
2nd Qtr;3:26;True;2;3;False
2nd Qtr;0:59;True;3;25;False
2nd Qtr;0:31;True;3;29;False
3rd Qtr;11:26;True;3;26;False
3rd Qtr;10:22;True;2;3;True
3rd Qtr;8:34;False;2;5;True
3rd Qtr;4:51;True;2;11;False
3rd Qtr;4:28;True;2;1;False
3rd Qtr;4:03;True;3;26;False
3rd Qtr;3:35;True;3;26;False
3rd Qtr;3:07;True;2;1;False
3rd Qtr;2:36;False;3;27;False
3rd Qtr;1:36;True;2;2;False
3rd Qtr;0:01;True;2;2;False
4th Qtr;8:27;False;3;26;False
4th Qtr;6:32;True;3;27;False
4th Qtr;6:10;True;2;23;False
4th Qtr;3:41;True;2;12;False
4th Qtr;2:18;False;3;25;False
1st Qtr;9:21;False;3;26;True
1st Qtr;8:46;True;2;2;True
1st Qtr;7:01;True;2;19;True
1st Qtr;5:36;True;2;2;True
1st Qtr;4:32;False;2;15;True
2nd Qtr;10:42;False;3;25;False
2nd Qtr;9:55;False;3;26;False
2nd Qtr;8:43;True;2;1;False
2nd Qtr;7:27;False;3;26;False
2nd Qtr;7:09;True;3;27;False
2nd Qtr;5:02;True;2;4;False
2nd Qtr;0:36;False;3;27;False
2nd Qtr;0:06;False;2;2;False
3rd Qtr;10:03;False;3;25;False
3rd Qtr;9:34;False;2;1;False
3rd Qtr;8:41;False;2;1;False
3rd Qtr;6:21;True;3;25;False
3rd Qtr;6:00;True;2;1;False
3rd Qtr;4:11;False;2;0;False
4th Qtr;7:58;True;3;23;False
4th Qtr;6:42;True;3;25;False
4th Qtr;4:12;True;2;6;False
4th Qtr;2:59;False;3;25;False
4th Qtr;2:33;False;2;4;False
4th Qtr;2:12;True;2;0;False
4th Qtr;1:01;False;3;27;False
4th Qtr;0:21;False;3;29;False
1st Qtr;9:30;False;2;5;False
1st Qtr;5:19;False;3;26;False
2nd Qtr;11:47;True;2;2;False
2nd Qtr;10:12;True;3;24;False
2nd Qtr;8:02;False;3;25;False
3rd Qtr;8:53;True;3;26;False
3rd Qtr;7:33;False;2;14;False
3rd Qtr;6:33;False;2;2;False
3rd Qtr;6:16;False;3;28;False
3rd Qtr;5:45;False;2;19;False
4th Qtr;9:41;True;2;1;False
4th Qtr;9:16;False;2;1;False
4th Qtr;7:38;True;3;25;False
4th Qtr;7:02;False;3;26;False
1st Qtr;8:02;False;3;24;True
1st Qtr;6:32;False;3;28;False
1st Qtr;4:51;False;2;5;False
2nd Qtr;8:53;True;3;24;True
2nd Qtr;8:20;False;3;26;True
2nd Qtr;7:32;False;2;3;True
2nd Qtr;6:24;True;2;2;False
2nd Qtr;4:33;True;3;34;True
2nd Qtr;3:39;False;3;27;True
2nd Qtr;2:02;True;3;26;True
2nd Qtr;0:47;True;2;2;True
2nd Qtr;0:05;False;2;2;True
3rd Qtr;10:59;False;3;25;True
3rd Qtr;8:31;True;2;2;True
3rd Qtr;7:49;False;3;25;True
3rd Qtr;6:34;False;3;24;False
4th Qtr;11:45;True;2;1;True
4th Qtr;10:48;True;2;3;True
4th Qtr;10:08;True;3;25;True
4th Qtr;4:00;False;3;31;True
4th Qtr;2:56;False;3;26;True
4th Qtr;2:18;False;3;25;True
4th Qtr;0:32;True;3;28;True
1st Qtr;3:33;True;2;1;False
2nd Qtr;8:36;True;2;17;False
2nd Qtr;7:59;False;3;27;False
2nd Qtr;3:55;True;2;17;True
2nd Qtr;3:33;False;3;25;False
2nd Qtr;0:55;True;3;25;True
2nd Qtr;0:33;False;3;26;True
3rd Qtr;9:41;False;2;4;True
3rd Qtr;9:38;False;3;25;True
3rd Qtr;7:28;True;2;11;True
3rd Qtr;6:39;True;2;2;True
3rd Qtr;5:31;False;2;5;True
3rd Qtr;5:09;False;2;1;True
4th Qtr;9:59;True;2;6;True
4th Qtr;9:27;True;3;26;True
4th Qtr;8:46;False;3;25;False
4th Qtr;5:01;False;3;25;False
4th Qtr;0:08;True;2;2;True
1st Qtr;11:18;False;3;27;False
