top,left,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
96,236,3rd Qtr,8:34,False,2,5,True,70,69,LAC,GSW,2023,red
80,348,3rd Qtr,4:51,True,2,11,False,74,82,LAC,GSW,2023,green
60,232,3rd Qtr,4:28,True,2,1,False,76,82,LAC,GSW,2023,green
313,215,3rd Qtr,4:03,True,3,26,False,79,83,LAC,GSW,2023,green
253,75,3rd Qtr,3:35,True,3,26,False,82,85,LAC,GSW,2023,green
63,240,3rd Qtr,3:07,True,2,1,False,84,86,LAC,GSW,2023,green
323,220,3rd Qtr,2:36,False,3,27,False,84,88,LAC,GSW,2023,red
69,227,3rd Qtr,1:36,True,2,2,False,88,91,LAC,GSW,2023,green
72,248,3rd Qtr,0:01,True,2,2,False,93,99,LAC,GSW,2023,green
279,118,4th Qtr,8:27,False,3,26,False,99,111,LAC,GSW,2023,red
217,32,4th Qtr,6:32,True,3,27,False,109,118,LAC,GSW,2023,green
243,358,4th Qtr,6:10,True,2,23,False,111,118,LAC,GSW,2023,green
168,272,4th Qtr,3:41,True,2,12,False,119,125,LAC,GSW,2023,green
277,355,4th Qtr,2:18,False,3,25,False,119,129,LAC,GSW,2023,red
304,278,1st Qtr,9:21,False,3,26,True,9,4,ATL,GSW,2023,red
68,240,1st Qtr,8:46,True,2,2,True,14,4,ATL,GSW,2023,green
54,46,1st Qtr,7:01,True,2,19,True,21,11,ATL,GSW,2023,green
69,249,1st Qtr,5:36,True,2,2,True,25,19,ATL,GSW,2023,green
133,112,1st Qtr,4:32,False,2,15,True,25,21,ATL,GSW,2023,red
176,18,2nd Qtr,10:42,False,3,25,False,35,41,ATL,GSW,2023,red
310,261,2nd Qtr,9:55,False,3,26,False,37,42,ATL,GSW,2023,red
63,247,2nd Qtr,8:43,True,2,1,False,43,47,ATL,GSW,2023,green
216,435,2nd Qtr,7:27,False,3,26,False,43,52,ATL,GSW,2023,red
316,219,2nd Qtr,7:09,True,3,27,False,46,52,ATL,GSW,2023,green
87,231,2nd Qtr,5:02,True,2,4,False,52,59,ATL,GSW,2023,green
316,240,2nd Qtr,0:36,False,3,27,False,64,67,ATL,GSW,2023,red
66,234,2nd Qtr,0:06,False,2,2,False,64,69,ATL,GSW,2023,red
294,285,3rd Qtr,10:03,False,3,25,False,71,76,ATL,GSW,2023,red
51,232,3rd Qtr,9:34,False,2,1,False,71,78,ATL,GSW,2023,red
61,241,3rd Qtr,8:41,False,2,1,False,73,83,ATL,GSW,2023,red
303,269,3rd Qtr,6:21,True,3,25,False,80,89,ATL,GSW,2023,green
49,254,3rd Qtr,6:00,True,2,1,False,82,90,ATL,GSW,2023,green
52,238,3rd Qtr,4:11,False,2,0,False,84,93,ATL,GSW,2023,red
54,9,4th Qtr,7:58,True,3,23,False,106,112,ATL,GSW,2023,green
282,137,4th Qtr,6:42,True,3,25,False,111,114,ATL,GSW,2023,green
113,252,4th Qtr,4:12,True,2,6,False,117,119,ATL,GSW,2023,green
258,100,4th Qtr,2:59,False,3,25,False,117,120,ATL,GSW,2023,red
85,251,4th Qtr,2:33,False,2,4,False,117,120,ATL,GSW,2023,red
49,244,4th Qtr,2:12,True,2,0,False,119,120,ATL,GSW,2023,green
280,379,4th Qtr,1:01,False,3,27,False,119,121,ATL,GSW,2023,red
311,356,4th Qtr,0:21,False,3,29,False,119,127,ATL,GSW,2023,red
98,219,1st Qtr,9:30,False,2,5,False,4,9,MEM,GSW,2023,red
277,358,1st Qtr,5:19,False,3,26,False,14,20,MEM,GSW,2023,red
68,238,2nd Qtr,11:47,True,2,2,False,25,33,MEM,GSW,2023,green
292,217,2nd Qtr,10:12,True,3,24,False,28,35,MEM,GSW,2023,green
295,188,2nd Qtr,8:02,False,3,25,False,35,41,MEM,GSW,2023,red
305,257,3rd Qtr,8:53,True,3,26,False,69,77,MEM,GSW,2023,green
176,305,3rd Qtr,7:33,False,2,14,False,73,80,MEM,GSW,2023,red
61,259,3rd Qtr,6:33,False,2,2,False,76,83,MEM,GSW,2023,red
294,369,3rd Qtr,6:16,False,3,28,False,76,86,MEM,GSW,2023,red
204,358,3rd Qtr,5:45,False,2,19,False,76,88,MEM,GSW,2023,red
54,253,4th Qtr,9:41,True,2,1,False,106,108,MEM,GSW,2023,green
58,245,4th Qtr,9:16,False,2,1,False,106,108,MEM,GSW,2023,red
283,137,4th Qtr,7:38,True,3,25,False,109,115,MEM,GSW,2023,green
278,359,4th Qtr,7:02,False,3,26,False,109,117,MEM,GSW,2023,red
61,4,1st Qtr,8:02,False,3,24,True,9,6,HOU,GSW,2023,red
326,228,1st Qtr,6:32,False,3,28,False,9,10,HOU,GSW,2023,red
102,244,1st Qtr,4:51,False,2,5,False,13,14,HOU,GSW,2023,red
111,7,2nd Qtr,8:53,True,3,24,True,31,27,HOU,GSW,2023,green
246,409,2nd Qtr,8:20,False,3,26,True,31,27,HOU,GSW,2023,red
79,243,2nd Qtr,7:32,False,2,3,True,33,30,HOU,GSW,2023,red
62,250,2nd Qtr,6:24,True,2,2,False,35,35,HOU,GSW,2023,green
358,93,2nd Qtr,4:33,True,3,34,True,44,40,HOU,GSW,2023,green
253,411,2nd Qtr,3:39,False,3,27,True,44,40,HOU,GSW,2023,red
218,42,2nd Qtr,2:02,True,3,26,True,52,44,HOU,GSW,2023,green
61,258,2nd Qtr,0:47,True,2,2,True,55,48,HOU,GSW,2023,green
72,243,2nd Qtr,0:05,False,2,2,True,55,50,HOU,GSW,2023,red
228,411,3rd Qtr,10:59,False,3,25,True,57,50,HOU,GSW,2023,red
59,256,3rd Qtr,8:31,True,2,2,True,60,58,HOU,GSW,2023,green
169,457,3rd Qtr,7:49,False,3,25,True,60,59,HOU,GSW,2023,red
233,80,3rd Qtr,6:34,False,3,24,False,64,64,HOU,GSW,2023,red
52,232,4th Qtr,11:45,True,2,1,True,86,80,HOU,GSW,2023,green
68,270,4th Qtr,10:48,True,2,3,True,90,84,HOU,GSW,2023,green
158,468,4th Qtr,10:08,True,3,25,True,93,87,HOU,GSW,2023,green
323,378,4th Qtr,4:00,False,3,31,True,111,95,HOU,GSW,2023,red
304,263,4th Qtr,2:56,False,3,26,True,111,101,HOU,GSW,2023,red
170,463,4th Qtr,2:18,False,3,25,True,113,101,HOU,GSW,2023,red
277,74,4th Qtr,0:32,True,3,28,True,121,108,HOU,GSW,2023,green
59,228,1st Qtr,3:33,True,2,1,False,21,22,DAL,GSW,2023,green
213,281,2nd Qtr,8:36,True,2,17,False,38,40,DAL,GSW,2023,green
302,146,2nd Qtr,7:59,False,3,27,False,38,41,DAL,GSW,2023,red
205,170,2nd Qtr,3:55,True,2,17,True,51,50,DAL,GSW,2023,green
294,289,2nd Qtr,3:33,False,3,25,False,51,51,DAL,GSW,2023,red
282,345,2nd Qtr,0:55,True,3,25,True,62,61,DAL,GSW,2023,green
269,98,2nd Qtr,0:33,False,3,26,True,62,61,DAL,GSW,2023,red
72,207,3rd Qtr,9:41,False,2,4,True,70,68,DAL,GSW,2023,red
174,455,3rd Qtr,9:38,False,3,25,True,70,68,DAL,GSW,2023,red
149,288,3rd Qtr,7:28,True,2,11,True,77,68,DAL,GSW,2023,green
62,230,3rd Qtr,6:39,True,2,2,True,79,73,DAL,GSW,2023,green
74,283,3rd Qtr,5:31,False,2,5,True,79,76,DAL,GSW,2023,red
54,232,3rd Qtr,5:09,False,2,1,True,79,76,DAL,GSW,2023,red
108,259,4th Qtr,9:59,True,2,6,True,100,96,DAL,GSW,2023,green
194,452,4th Qtr,9:27,True,3,26,True,103,100,DAL,GSW,2023,green
138,475,4th Qtr,8:46,False,3,25,False,103,103,DAL,GSW,2023,red
228,62,4th Qtr,5:01,False,3,25,False,113,113,DAL,GSW,2023,red
56,256,4th Qtr,0:08,True,2,2,True,125,122,DAL,GSW,2023,green
218,30,1st Qtr,11:18,False,3,27,False,0,2,PHI,GSW,2023,red
74,265,1st Qtr,10:31,True,2,3,True,5,4,PHI,GSW,2023,green
72,201,1st Qtr,6:45,True,2,4,True,13,9,PHI,GSW,2023,green
172,356,1st Qtr,5:43,False,2,17,True,13,11,PHI,GSW,2023,red
64,260,1st Qtr,3:56,True,2,2,True,18,17,PHI,GSW,2023,green
310,354,2nd Qtr,10:37,True,3,28,False,26,27,PHI,GSW,2023,green
82,472,2nd Qtr,0:47,False,3,23,False,53,53,PHI,GSW,2023,red
78,277,3rd Qtr,11:32,True,2,5,True,57,53,PHI,GSW,2023,green
288,376,3rd Qtr,10:57,False,3,27,True,57,53,PHI,GSW,2023,red
295,392,3rd Qtr,10:51,False,3,29,True,57,53,PHI,GSW,2023,red
103,249,3rd Qtr,10:30,False,2,5,True,57,56,PHI,GSW,2023,red
277,363,3rd Qtr,8:00,True,3,26,False,64,64,PHI,GSW,2023,green
77,298,3rd Qtr,4:11,True,2,6,True,74,72,PHI,GSW,2023,green
208,58,3rd Qtr,3:44,False,3,24,False,74,74,PHI,GSW,2023,red
61,116,4th Qtr,9:56,False,2,12,False,84,93,PHI,GSW,2023,red
236,301,4th Qtr,3:22,True,2,20,True,110,108,PHI,GSW,2023,green
74,350,4th Qtr,2:20,True,2,11,True,112,110,PHI,GSW,2023,green
170,263,4th Qtr,0:47,True,2,12,True,117,110,PHI,GSW,2023,green
51,470,1st Qtr,10:17,True,3,23,True,5,2,MIN,GSW,2023,green
231,52,1st Qtr,9:47,False,3,26,True,5,2,MIN,GSW,2023,red
209,358,2nd Qtr,8:38,False,2,20,False,33,39,MIN,GSW,2023,red
323,276,2nd Qtr,8:04,False,3,28,False,33,42,MIN,GSW,2023,red
82,202,2nd Qtr,7:34,False,2,5,False,33,45,MIN,GSW,2023,red
56,382,2nd Qtr,5:26,True,2,14,False,40,50,MIN,GSW,2023,green
320,307,2nd Qtr,4:52,False,3,28,False,40,52,MIN,GSW,2023,red
79,208,2nd Qtr,4:28,False,2,4,False,42,52,MIN,GSW,2023,red
140,129,2nd Qtr,2:15,True,2,14,False,50,52,MIN,GSW,2023,green
43,2,2nd Qtr,1:20,True,3,24,True,55,52,MIN,GSW,2023,green
299,348,2nd Qtr,0:40,False,3,27,True,55,53,MIN,GSW,2023,red
264,76,2nd Qtr,0:03,False,3,27,True,55,53,MIN,GSW,2023,red
211,36,3rd Qtr,10:28,False,3,26,True,57,53,MIN,GSW,2023,red
62,2,3rd Qtr,5:35,True,3,24,False,61,61,MIN,GSW,2023,green
75,272,3rd Qtr,4:25,True,2,4,False,63,64,MIN,GSW,2023,green
282,394,3rd Qtr,3:52,True,3,28,True,66,64,MIN,GSW,2023,green
97,291,3rd Qtr,3:21,False,2,7,False,66,67,MIN,GSW,2023,red
316,212,3rd Qtr,2:31,False,3,27,False,68,70,MIN,GSW,2023,red
153,112,4th Qtr,10:06,True,2,16,False,77,84,MIN,GSW,2023,green
278,388,4th Qtr,4:26,False,3,27,False,89,91,MIN,GSW,2023,red
228,254,4th Qtr,3:23,False,2,18,False,89,91,MIN,GSW,2023,red
61,301,4th Qtr,2:27,False,2,6,True,92,91,MIN,GSW,2023,red
33,12,4th Qtr,0:00,False,3,23,False,96,99,MIN,GSW,2023,red
251,415,1st Qtr,11:05,True,3,27,True,5,0,NOP,GSW,2023,green
100,258,1st Qtr,5:53,False,2,5,True,15,14,NOP,GSW,2023,red
77,273,1st Qtr,4:46,True,2,4,True,20,17,NOP,GSW,2023,green
297,371,1st Qtr,4:06,True,3,28,True,23,20,NOP,GSW,2023,green
288,433,1st Qtr,2:27,False,3,31,False,23,27,NOP,GSW,2023,red
117,254,1st Qtr,2:01,False,2,7,False,23,29,NOP,GSW,2023,red
338,207,2nd Qtr,10:44,False,3,29,False,27,37,NOP,GSW,2023,red
73,191,2nd Qtr,9:00,True,2,5,False,31,41,NOP,GSW,2023,green
116,273,2nd Qtr,8:15,False,2,7,False,32,43,NOP,GSW,2023,red
223,254,2nd Qtr,2:16,True,2,17,False,43,54,NOP,GSW,2023,green
115,473,2nd Qtr,0:29,True,3,24,False,46,63,NOP,GSW,2023,green
266,398,3rd Qtr,11:42,False,3,27,False,46,63,NOP,GSW,2023,red
276,379,3rd Qtr,7:40,False,3,27,False,57,71,NOP,GSW,2023,red
228,438,3rd Qtr,5:28,True,3,27,False,68,76,NOP,GSW,2023,green
266,384,3rd Qtr,1:44,False,3,26,False,74,85,NOP,GSW,2023,red
330,212,3rd Qtr,1:37,True,3,28,False,77,85,NOP,GSW,2023,green
348,132,3rd Qtr,0:53,True,3,32,False,80,87,NOP,GSW,2023,green
243,52,3rd Qtr,0:24,False,3,27,False,80,89,NOP,GSW,2023,red
266,403,3rd Qtr,0:12,True,3,27,False,83,89,NOP,GSW,2023,green
100,250,4th Qtr,11:35,True,2,5,False,87,89,NOP,GSW,2023,green
99,236,4th Qtr,4:07,False,2,5,True,105,101,NOP,GSW,2023,red
326,299,4th Qtr,3:23,True,3,28,True,111,101,NOP,GSW,2023,green
88,258,4th Qtr,2:45,True,2,4,True,113,103,NOP,GSW,2023,green
74,294,4th Qtr,2:09,True,2,6,True,115,103,NOP,GSW,2023,green
384,263,4th Qtr,1:08,False,3,34,True,118,103,NOP,GSW,2023,red
63,192,1st Qtr,8:59,True,2,5,False,4,9,SAS,GSW,2023,green
308,391,1st Qtr,6:34,False,3,30,False,6,13,SAS,GSW,2023,red
56,192,1st Qtr,5:31,False,2,5,False,10,15,SAS,GSW,2023,red
190,98,1st Qtr,4:34,True,2,20,False,12,19,SAS,GSW,2023,green
154,197,2nd Qtr,10:38,False,2,11,False,25,28,SAS,GSW,2023,red
290,358,2nd Qtr,7:53,True,3,27,False,30,32,SAS,GSW,2023,green
278,97,2nd Qtr,7:22,True,3,27,False,33,35,SAS,GSW,2023,green
316,328,2nd Qtr,7:02,False,3,28,False,34,35,SAS,GSW,2023,red
84,202,2nd Qtr,5:17,False,2,5,False,35,39,SAS,GSW,2023,red
36,476,2nd Qtr,5:10,True,3,24,False,38,39,SAS,GSW,2023,green
246,434,3rd Qtr,10:50,True,3,28,True,57,55,SAS,GSW,2023,green
70,196,3rd Qtr,10:26,False,2,5,True,57,55,SAS,GSW,2023,red
125,272,3rd Qtr,4:41,False,2,8,False,74,74,SAS,GSW,2023,red
303,264,4th Qtr,11:35,True,3,25,True,90,88,SAS,GSW,2023,green
315,205,4th Qtr,10:12,True,3,27,True,95,90,SAS,GSW,2023,green
82,316,4th Qtr,9:02,False,2,8,True,98,93,SAS,GSW,2023,red
63,293,4th Qtr,8:33,True,2,5,True,100,93,SAS,GSW,2023,green
103,263,4th Qtr,8:00,True,2,6,True,102,96,SAS,GSW,2023,green
225,454,4th Qtr,7:30,False,3,28,True,103,96,SAS,GSW,2023,red
325,277,4th Qtr,2:50,True,3,28,True,122,106,SAS,GSW,2023,green
330,278,4th Qtr,2:08,False,3,28,True,122,108,SAS,GSW,2023,red
251,408,1st Qtr,10:29,False,3,26,False,2,2,DEN,GSW,2023,red
104,232,1st Qtr,8:38,False,2,5,True,6,4,DEN,GSW,2023,red
213,393,1st Qtr,5:53,False,2,22,True,16,11,DEN,GSW,2023,red
182,328,1st Qtr,3:43,False,2,16,True,23,17,DEN,GSW,2023,red
240,341,2nd Qtr,11:31,True,2,22,True,38,26,DEN,GSW,2023,green
69,210,2nd Qtr,10:10,True,2,4,True,44,31,DEN,GSW,2023,green
363,233,2nd Qtr,8:29,False,3,31,True,46,33,DEN,GSW,2023,red
67,271,2nd Qtr,7:31,True,2,4,True,48,36,DEN,GSW,2023,green
279,378,2nd Qtr,7:09,False,3,27,True,48,39,DEN,GSW,2023,red
99,2,2nd Qtr,6:44,False,3,24,True,48,39,DEN,GSW,2023,red
79,187,2nd Qtr,5:16,False,2,6,True,52,44,DEN,GSW,2023,red
59,260,2nd Qtr,5:06,True,2,2,True,54,44,DEN,GSW,2023,green
59,268,2nd Qtr,2:44,True,2,3,True,58,51,DEN,GSW,2023,green
277,57,2nd Qtr,1:41,False,3,29,True,59,56,DEN,GSW,2023,red
220,360,3rd Qtr,9:53,True,2,21,True,66,61,DEN,GSW,2023,green
333,311,3rd Qtr,8:40,True,3,29,True,71,63,DEN,GSW,2023,green
307,388,3rd Qtr,7:40,False,3,30,True,71,69,DEN,GSW,2023,red
57,471,3rd Qtr,2:19,False,3,23,True,82,81,DEN,GSW,2023,red
68,269,3rd Qtr,1:31,False,2,3,False,82,85,DEN,GSW,2023,red
72,267,3rd Qtr,0:40,False,2,3,False,84,89,DEN,GSW,2023,red
271,94,4th Qtr,11:23,False,3,26,False,87,91,DEN,GSW,2023,red
156,22,4th Qtr,11:15,True,3,24,False,90,91,DEN,GSW,2023,green
110,254,4th Qtr,10:31,False,2,6,False,90,93,DEN,GSW,2023,red
307,385,4th Qtr,9:53,False,3,29,False,90,95,DEN,GSW,2023,red
89,475,4th Qtr,9:22,False,3,24,False,90,95,DEN,GSW,2023,red
87,235,4th Qtr,2:34,False,2,4,False,101,112,DEN,GSW,2023,red
116,465,4th Qtr,2:30,False,3,23,False,101,112,DEN,GSW,2023,red
315,340,4th Qtr,0:25,False,3,28,False,107,112,DEN,GSW,2023,red
204,30,1st Qtr,10:32,False,3,26,False,0,2,OKC,GSW,2023,red
116,283,1st Qtr,8:03,True,2,8,False,7,7,OKC,GSW,2023,green
64,192,1st Qtr,7:40,False,2,5,False,7,9,OKC,GSW,2023,red
321,243,1st Qtr,7:36,False,3,27,False,7,9,OKC,GSW,2023,red
79,213,1st Qtr,5:47,True,2,4,False,13,19,OKC,GSW,2023,green
240,265,1st Qtr,4:52,False,2,19,False,15,22,OKC,GSW,2023,red
298,366,1st Qtr,2:28,True,3,28,False,29,31,OKC,GSW,2023,green
354,192,1st Qtr,1:51,False,3,31,False,29,31,OKC,GSW,2023,red
167,348,1st Qtr,1:15,False,2,16,False,31,33,OKC,GSW,2023,red
267,92,2nd Qtr,7:23,True,3,26,False,47,50,OKC,GSW,2023,green
325,236,2nd Qtr,6:20,True,3,28,False,50,56,OKC,GSW,2023,green
338,278,2nd Qtr,5:06,True,3,29,False,55,58,OKC,GSW,2023,green
72,289,2nd Qtr,2:47,True,2,5,False,61,67,OKC,GSW,2023,green
313,104,2nd Qtr,1:50,False,3,30,False,63,72,OKC,GSW,2023,red
78,213,2nd Qtr,1:28,True,2,4,False,65,72,OKC,GSW,2023,green
74,208,2nd Qtr,0:25,True,2,4,False,69,76,OKC,GSW,2023,green
84,311,3rd Qtr,8:45,False,2,8,False,78,86,OKC,GSW,2023,red
193,470,3rd Qtr,8:16,True,3,27,False,84,86,OKC,GSW,2023,green
298,394,3rd Qtr,6:44,False,3,29,False,86,90,OKC,GSW,2023,red
103,192,3rd Qtr,5:34,False,2,7,False,86,92,OKC,GSW,2023,red
168,387,3rd Qtr,3:22,False,2,19,False,93,97,OKC,GSW,2023,red
244,418,3rd Qtr,2:48,False,3,26,False,96,99,OKC,GSW,2023,red
94,293,3rd Qtr,1:03,False,2,7,False,100,104,OKC,GSW,2023,red
307,272,3rd Qtr,0:00,False,3,26,False,102,106,OKC,GSW,2023,red
272,413,4th Qtr,6:18,True,3,28,True,118,115,OKC,GSW,2023,green
290,150,1st Qtr,8:52,True,3,26,True,8,3,SAC,GSW,2023,green
266,408,1st Qtr,8:31,True,3,27,True,11,3,SAC,GSW,2023,green
285,353,1st Qtr,7:20,False,3,26,True,13,5,SAC,GSW,2023,red
58,219,2nd Qtr,2:57,True,2,2,True,48,37,SAC,GSW,2023,green
180,464,2nd Qtr,0:56,False,3,26,True,50,43,SAC,GSW,2023,red
245,72,3rd Qtr,9:01,False,3,26,True,62,51,SAC,GSW,2023,red
80,468,3rd Qtr,8:36,True,3,23,True,65,53,SAC,GSW,2023,green
66,289,3rd Qtr,7:55,True,2,5,True,67,53,SAC,GSW,2023,green
80,281,3rd Qtr,7:20,True,2,5,True,69,55,SAC,GSW,2023,green
69,239,3rd Qtr,5:50,True,2,2,True,75,55,SAC,GSW,2023,green
226,333,3rd Qtr,4:14,False,2,20,True,75,59,SAC,GSW,2023,red
148,359,4th Qtr,9:21,False,2,15,True,91,77,SAC,GSW,2023,red
336,236,4th Qtr,7:53,False,3,29,True,96,79,SAC,GSW,2023,red
63,219,4th Qtr,5:37,True,2,2,True,109,85,SAC,GSW,2023,green
336,353,1st Qtr,9:41,False,3,31,True,13,4,POR,GSW,2023,red
280,357,1st Qtr,6:33,True,3,26,True,26,16,POR,GSW,2023,green
295,38,1st Qtr,5:46,False,3,32,True,28,18,POR,GSW,2023,red
69,273,1st Qtr,5:29,True,2,4,True,30,18,POR,GSW,2023,green
180,458,1st Qtr,3:34,True,3,25,True,41,23,POR,GSW,2023,green
230,298,2nd Qtr,7:02,True,2,19,True,68,36,POR,GSW,2023,green
63,250,2nd Qtr,6:19,False,2,2,True,68,38,POR,GSW,2023,red
41,227,2nd Qtr,3:27,True,2,2,True,78,44,POR,GSW,2023,green
279,72,2nd Qtr,3:02,False,3,28,True,78,46,POR,GSW,2023,red
261,81,2nd Qtr,1:28,True,3,26,True,81,48,POR,GSW,2023,green
273,69,2nd Qtr,1:03,False,3,28,True,81,48,POR,GSW,2023,red
289,362,2nd Qtr,0:32,True,3,27,True,84,50,POR,GSW,2023,green
65,273,3rd Qtr,10:48,True,2,4,True,88,57,POR,GSW,2023,green
130,14,3rd Qtr,10:00,True,3,24,True,92,59,POR,GSW,2023,green
130,15,3rd Qtr,6:27,False,3,24,True,100,64,POR,GSW,2023,red
280,413,1st Qtr,10:54,False,3,29,False,0,2,SAC,GSW,2023,red
68,473,1st Qtr,7:19,True,3,23,True,15,10,SAC,GSW,2023,green
78,464,2nd Qtr,7:59,False,3,23,False,37,38,SAC,GSW,2023,red
221,437,2nd Qtr,5:49,True,3,26,True,45,44,SAC,GSW,2023,green
213,314,2nd Qtr,4:15,True,2,18,True,50,45,SAC,GSW,2023,green
313,327,2nd Qtr,3:48,False,3,28,True,50,47,SAC,GSW,2023,red
297,242,2nd Qtr,1:48,False,3,25,True,55,53,SAC,GSW,2023,red
223,376,2nd Qtr,0:50,True,2,22,True,61,55,SAC,GSW,2023,green
305,268,2nd Qtr,0:32,False,3,26,True,61,55,SAC,GSW,2023,red
68,270,2nd Qtr,0:00,False,2,3,True,61,55,SAC,GSW,2023,red
113,240,3rd Qtr,11:19,True,2,6,True,63,55,SAC,GSW,2023,green
278,137,3rd Qtr,3:07,True,3,25,True,86,76,SAC,GSW,2023,green
310,202,4th Qtr,7:24,True,3,26,True,105,103,SAC,GSW,2023,green
338,239,4th Qtr,6:50,False,3,29,True,105,103,SAC,GSW,2023,red
44,7,4th Qtr,4:03,True,3,23,True,114,112,SAC,GSW,2023,green
268,91,4th Qtr,3:17,False,3,26,False,114,117,SAC,GSW,2023,red
58,257,4th Qtr,2:21,True,2,2,False,118,122,SAC,GSW,2023,green
287,331,4th Qtr,1:19,True,3,25,False,121,123,SAC,GSW,2023,green
68,205,4th Qtr,0:47,True,2,4,False,123,124,SAC,GSW,2023,green
307,287,4th Qtr,0:00,False,3,26,False,123,126,SAC,GSW,2023,red
123,137,1st Qtr,11:09,True,2,13,False,2,2,SAC,GSW,2023,green
72,261,1st Qtr,5:26,False,2,3,True,12,8,SAC,GSW,2023,red
83,471,1st Qtr,4:08,True,3,23,True,17,10,SAC,GSW,2023,green
